商品名,テイスティングノート,URL,原産国,地域,ブランド,メーカー,アルコール度数（%）,容量 (ml／g),銘柄,ビンテージ,年数,tokens,tokens_cleaned
グレンマレイ 2015 8年 マルサラ フィニッシュ 58.5% 700mlザ・クーパーズチョイス,"香り：煮込んだプラムとブラウンシュガーの心地よい香り
味わい：豊かでフルボディ、デーツとたくさんのブラウンシュガー、アンズとキャラメルトフィー
フィニッシュ：ボディのフレーバーが強くなる程よい長さの余韻",https://www.saketry.com/113271.html,スコットランド,スぺイサイド,ザ・クーパーズ・チョイス,ザ・ビンテージモルト,58.5,700.0,グレンマレイ蒸溜所,2015,8,香り ： 煮込ん だ プラム と ブラウン シュガー の 心地よい 香り 味わい ： 豊か で フル ボディ 、 デーツ と たくさん の ブラウン シュガー 、 アンズ と キャラメルトフィー フィニッシュ ： ボディ の フレーバー が 強く なる 程よい 長 さ の 余韻,煮込ん プラム ブラウン シュガー 心地よい 豊か フル ボディ デーツ たくさん ブラウン シュガー アンズ キャラメルトフィー ボディ 強く なる 程よい 余韻
リンクウッド 2011 12年 オロロソシェリーカスクフィニッシュ 54% 700mlザ・クーパーズチョイス,"香り：ナッツとトフィーが香る素晴らしいシェリー
味わい：スパイスと豊かなシェリー、マジパンとドライフルーツにオイリーな味わいが口いっぱいに広がる
フィニッシュ：素晴らしい長さの余韻",https://www.saketry.com/113272.html,スコットランド,スぺイサイド,ザ・クーパーズ・チョイス,ザ・ビンテージモルト,54,700.0,リンクウッド蒸溜所,2011,12,香り ： ナッツ と トフィー が 香る 素晴らしい シェリー 味わい ： スパイス と 豊か な シェリー 、 マジパン と ドライ フルーツ に オイリー な 味わい が 口 いっぱい に 広がる フィニッシュ ： 素晴らしい 長 さ の 余韻,ナッツ トフィー 香る 素晴らしい シェリー スパイス 豊か シェリー マジパン ドライ フルーツ オイリー いっぱい 広がる 素晴らしい 余韻
タムデュー 2015 8年 マデイラカスクフィニッシュ 57.4% 700mlザ・クーパーズチョイス,"香り：僅かにショウガとオレンジピールを感じるドライフルーツ
味わい：マデイラケーキやブラウンシュガー、シェリー感が口に広がる、モルトの甘みやスパイス感
フィニッシュ：ドライフルーツとスパイスが長く続いていく",https://www.saketry.com/113273.html,スコットランド,スぺイサイド,ザ・クーパーズ・チョイス,ザ・ビンテージモルト,57.5,700.0,タムデュー蒸溜所,2015,8,香り ： 僅か に ショウガ と オレンジピール を 感じる ドライ フルーツ 味わい ： マデイラケーキ や ブラウン シュガー 、 シェリー 感 が 口 に 広がる 、 モルト の 甘み や スパイス 感 フィニッシュ ： ドライ フルーツ と スパイス が 長く 続い て いく,僅か ショウガ オレンジピール 感じる ドライ フルーツ マデイラケーキ ブラウン シュガー シェリー 広がる モルト 甘み スパイス ドライ フルーツ スパイス 長く 続い いく
ディーンストン 2014 8年 マルサラ フィニッシュ 54% 700mlザ・クーパーズチョイス,"香り：クルミとハニートフィーが麦汁とともに香る
味わい：バタースコッチに大麦麦芽、煮込んだフルーツ、わずかにリコリス、スパイスとナッツ感
フィニッシュ：程よい長さでフルーツとナッツが返ってくる",https://www.saketry.com/113274.html,スコットランド,ハイランド,ザ・クーパーズ・チョイス,ザ・ビンテージモルト,54,700.0,ディーンストン蒸溜所,2014,8,香り ： クルミ と ハニートフィー が 麦 汁 とともに 香る 味わい ： バター スコッチ に 大麦 麦芽 、 煮込ん だ フルーツ 、 わずか に リコリス 、 スパイス と ナッツ 感 フィニッシュ ： 程よい 長 さ で フルーツ と ナッツ が 返っ て くる,クルミ ハニートフィー とともに 香る バター スコッチ 大麦 麦芽 煮込ん フルーツ リコリス スパイス ナッツ 程よい フルーツ ナッツ 返っ くる
インバーゴードン2005 18年 マルサラ フィニッシュ 47.8% 700mlザ・クーパーズチョイス,"香り：甘いココナッツ、バーボンバニラとトフィー
味わい：よりココナッツは強く、スパイスとハニートフィー、煮込んだアンズ
フィニッシュ：程よい長さでナッツと砂糖の余韻",https://www.saketry.com/113275.html,スコットランド,ハイランド,ザ・クーパーズ・チョイス,ザ・ビンテージモルト,47.8,700.0,インバーゴードン蒸溜所,2005,18,香り ： 甘い ココナッツ 、 バーボンバニラ と トフィー 味わい ： より ココナッツ は 強く 、 スパイス と ハニートフィー 、 煮込ん だ アンズ フィニッシュ ： 程よい 長 さ で ナッツ と 砂糖 の 余韻,甘い ココナッツ バーボンバニラ トフィー より ココナッツ 強く スパイス ハニートフィー 煮込ん アンズ 程よい ナッツ 砂糖 余韻
トーモア 2015 7年 オロロソ シェリー カスク フィニッシュ 57% 700mlザ・クーパーズチョイス,"香り：キャラメルとドライフルーツの中にわずかなタバコを感じる
味わい：深く豊かなドライフルーツとブラウンシュガー、甘い麦芽とワックス剤、クルミ、オークとスパイス
フィニッシュ：スパイスが強まり、長く続いていく",https://www.saketry.com/113276.html,スコットランド,スぺイサイド,ザ・クーパーズ・チョイス,ザ・ビンテージモルト,57,700.0,トーモア蒸溜所,2015,7,香り ： キャラメル と ドライ フルーツ の 中 に わずか な タバコ を 感じる 味わい ： 深く 豊か な ドライ フルーツ と ブラウン シュガー 、 甘い 麦芽 と ワックス 剤 、 クルミ 、 オーク と スパイス フィニッシュ ： スパイス が 強まり 、 長く 続い て いく,キャラメル ドライ フルーツ タバコ 感じる 深く 豊か ドライ フルーツ ブラウン シュガー 甘い 麦芽 ワックス クルミ オーク スパイス スパイス 強まり 長く 続い いく
コッツウォルズ リザーブ シングルモルトウイスキー 1st フィル・バーボンカスク / レッドワインカスク 50% 700mlコッツウォルズ,"香り：ファーストフィルのバーボン樽が、バニラ、蜂蜜、バタースコッチ、ほのかなココナッツの典型的な香りを醸し出す。
味わい：STRのウイスキーをブレンドすることで、リッチさ、果実味、甘さをさらに引き立て、実にバランスのとれた味わいとなっている。",https://www.saketry.com/113310.html,イングランド,,コッツウォルズ,コッツウォルズ,50,700.0,コッツウォルズ蒸溜所,,,香り ： ファースト フィル の バー ボン 樽 が 、 バニラ 、 蜂蜜 、 バター スコッチ 、 ほのか な ココナッツ の 典型 的 な 香り を 醸し出す 。 味わい ： STR の ウイスキー を ブレンド する こと で 、 リッチ さ 、 果実 味 、 甘 さ を さらに 引き立て 、 実に バランス の とれ た 味わい と なっ て いる 。,ファースト フィル バー ボン バニラ 蜂蜜 バター スコッチ ココナッツ 典型 醸し出す STR ウイスキー ブレンド こと リッチ 果実 さらに 引き立て 実に バランス とれ なっ
グレンバーギー 2010 13年 オロロソ シェリー フィニッシュ 53.3% 700mlザ・ウイスキー・セラー プライベート・セラーズ・コレクション,"香り：ダークチョコレート、ジンジャービスケット、果物飴、プラムジャム
味わい：ハニーナッツ、キャラメルとミルクコーヒー",https://www.saketry.com/113311.html,スコットランド,スぺイサイド,ザ・ウイスキー・セラー プライベート・セラーズ・セレクション,ザ・ウイスキー・セラー,53.3,700.0,グレンバーギー蒸溜所,2010,13,香り ： ダーク チョコレート 、 ジンジャー ビスケット 、 果物 飴 、 プラム ジャム 味わい ： ハニーナッツ 、 キャラメル と ミルク コーヒー,ダーク チョコレート ジンジャー ビスケット 果物 プラム ジャム ハニーナッツ キャラメル ミルク コーヒー
グレンスペイ 2009 14年 ルピアック ワインカスク フィニッシュ 54.7% 700mlピンテイル,"香り：ハニーデューメロン、アカシアの花、蜜蝋、干し草、ホワイトペッパー
味わい：果物の皮、バニラポッド、熟した桃、オレンジの花、スミレ、ヘザーハニーとサルタナ
フィニッシュ：暖かいペッパーとオーク、チリオイルとすりおろしたレモンのフレッシュさの余韻",https://www.saketry.com/113315.html,スコットランド,スぺイサイド,ピンテイル,ザ・ウイスキー・セラー,54.7,700.0,グレンスペイ蒸溜所,2009,14,香り ： ハニーデューメロン 、 アカシア の 花 、 蜜蝋 、 干し草 、 ホワイトペッパー 味わい ： 果物 の 皮 、 バニラポッド 、 熟し た 桃 、 オレンジ の 花 、 スミレ 、 ヘザーハニー と サル タナ フィニッシュ ： 暖かい ペッパー と オーク 、 チリ オイル と すり おろし た レモン の フレッシュ さ の 余韻,ハニーデューメロン アカシア 蜜蝋 干し草 ホワイトペッパー 果物 バニラポッド 熟し オレンジ スミレ ヘザーハニー サル タナ 暖かい ペッパー オーク チリ オイル すり おろし レモン フレッシュ 余韻
オスロスク 2008 15年 フォンディジョン ワインカスク フィニッシュ 54.3% 700mlピンテイル,"香り：赤いドライフルーツ、ローストしたヘーゼルナッツ、ターメリック、ダークハニー、古びたオーク
味わい：フレッシュな熟した果実のすりおろし、チリコートナッツ、エキゾチックスパイスの中にわずかなコーヒーを感じる。
フィニッシュ：スパイシーなナッツ、赤スグリ、ショウガ、イチジクと乾いたオレンジピールの余韻",https://www.saketry.com/113316.html,スコットランド,スぺイサイド,ピンテイル,ザ・ウイスキー・セラー,54.3,700.0,オスロスク蒸溜所,2008,15,香り ： 赤い ドライ フルーツ 、 ロースト し た ヘーゼルナッツ 、 ターメリック 、 ダークハニー 、 古び た オーク 味わい ： フレッシュ な 熟 し た 果実 の すり おろし 、 チリ コート ナッツ 、 エキゾチックスパイス の 中 に わずか な コーヒー を 感じる 。 フィニッシュ ： スパイシー な ナッツ 、 赤 スグリ 、 ショウガ 、 イチジク と 乾い た オレンジピール の 余韻,赤い ドライ フルーツ ロースト ヘーゼルナッツ ターメリック ダークハニー 古び オーク フレッシュ 果実 すり おろし チリ コート ナッツ エキゾチックスパイス コーヒー 感じる スパイシー ナッツ スグリ ショウガ イチジク 乾い オレンジピール 余韻
